reference,statut,licence,credit,raison,artistes,musee,ville,titre,presence_image,artiste_sous_droits,image,notice_pop,http,verifie_le
50350018435,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Tête d'ange,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018435/d0018435-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018435,200,2026-07-29
50350018438,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Etude pour la décollation de saint Jean Baptiste,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018438/d0018438-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018438,200,2026-07-29
50350018441,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,L'ange Raphaël quittant la famille de Tobie,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018441/d0018441-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018441,200,2026-07-29
50350018444,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Deux hommes coiffés de chapeaux à larges bords, marchant vers la gauche",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018444/d0018444-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018444,200,2026-07-29
50350018449,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Le Christ et la femme adultère,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018449/d0018449-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018449,200,2026-07-29
50350018450,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Vieille femme marchant à l'aide d'un bâton, et tête d'une autre figure",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018450/d0018450-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018450,200,2026-07-29
50350018451,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Le repos pendant la Fuite en Egypte, la nuit",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018451/d0018451-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018451,200,2026-07-29
50350018454,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Ferme avec grange à foin en contrebas du Diermedijk, près d'Amsterdam",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018454/d0018454-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018454,200,2026-07-29
50350018456,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Chemin au bord de l'eau, une église et deux maisons",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018456/d0018456-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018456,200,2026-07-29
50350018459,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Une route entre des arbres,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018459/d0018459-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018459,200,2026-07-29
50350018460,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Ferme à haute toiture en chaume, entourée d'arbres",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018460/d0018460-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018460,200,2026-07-29
50350018461,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Vaste paysage avec des fermes au premier plan, et des moulins au loin",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018461/d0018461-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018461,200,2026-07-29
50350018462,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Académie d'un jeune garçon, la main gauche posée sur un appui",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018462/d0018462-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018462,200,2026-07-29
50350018463,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Académie d'homme, à demi étendu à terre, appuyé sur des coussins",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018463/d0018463-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018463,200,2026-07-29
50350018471,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Trois études de têtes de lions et de lionne,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018471/d0018471-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018471,200,2026-07-29
50350018472,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Lion couché, vu de profil à gauche, les pattes de devant étendues",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018472/d0018472-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018472,200,2026-07-29
50350018474,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Etude de boeuf, de profil à gauche, dans l'ouverture d'une porte",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018474/d0018474-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018474,200,2026-07-29
50350018476,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Judas rapportant aux prêtres l'argent de la trahison,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018476/d0018476-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018476,200,2026-07-29
50350018479,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Tobie et l'Ange au bord de l'eau,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018479/d0018479-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018479,200,2026-07-29
50350018483,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,L'adoration des Rois Mages,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018483/d0018483-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018483,200,2026-07-29
50350018485,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Scipion et la fiancée africaine,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018485/d0018485-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018485,200,2026-07-29
50350018486,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,David jouant de la harpe devant Saül,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018486/d0018486-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018486,200,2026-07-29
50350018488,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Le Christ au milieu de ses disciples,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018488/d0018488-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018488,200,2026-07-29
50350018489,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,La femme sunamite rejoignant le prophète Elisée au Mont Carmel,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018489/d0018489-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018489,200,2026-07-29
50350018490,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Une rivière avec deux sloops et un canot, avec une ville dans le lointain",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018490/d0018490-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018490,200,2026-07-29
50350018491,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Femme âgée en prière, vue à mi-corps",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018491/d0018491-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018491,200,2026-07-29
50350018492,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Femme tenant son enfant sur ses genoux, lui donnant à manger",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018492/d0018492-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018492,200,2026-07-29
50350018494,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Elie rencontrant la veuve de Sarepta et son fils,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018494/d0018494-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018494,200,2026-07-29
50350018495,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Le couronnement d'épines,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018495/d0018495-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018495,200,2026-07-29
50350018497,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Deux lions couchés, côte à côte, tournés vers la droite",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018497/d0018497-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018497,200,2026-07-29
50350018498,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Etude d'un chameau aux bosses tombantes, couché, et de la tête d'un autre",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018498/d0018498-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018498,200,2026-07-29
50350018499,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Femme en chemise, endormie sur un lit",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018499/d0018499-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018499,200,2026-07-29
50350018500,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,L'atelier de Rembrandt,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018500/d0018500-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018500,200,2026-07-29
50350018501,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,"Homme, coiffé d'un grand bonnet, assis près d'une table",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018501/d0018501-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018501,200,2026-07-29
50350018502,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Le jeune Tobie prenant congé de sa mère,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018502/d0018502-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018502,200,2026-07-29
50350018580,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,Rebecca faisant boire Eliézer à la source,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350018580/d0018580-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350018580,200,2026-07-29
50350020328,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Vue d'une église,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020328/d0020328-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020328,200,2026-07-29
50350020329,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Portrait d'enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020329/d0020329-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020329,200,2026-07-29
50350020330,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Portrait d'enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020330/d0020330-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020330,200,2026-07-29
50350020331,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,"Tête d'homme, de profil vers la droite",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020331/d0020331-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020331,200,2026-07-29
50350020332,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Gribouillage,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020332/d0020332-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020332,200,2026-07-29
50350020333,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Gribouillage,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020333/d0020333-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020333,200,2026-07-29
50350020334,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude d'enfant nu,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020334/d0020334-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020334,200,2026-07-29
50350020335,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude d'enfant nu,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020335/d0020335-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020335,200,2026-07-29
50350020336,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Tête et jambes d'un enfant nu,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020336/d0020336-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020336,200,2026-07-29
50350020337,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Portrait d'enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020337/d0020337-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020337,200,2026-07-29
50350020338,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude d'enfant nu,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020338/d0020338-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020338,200,2026-07-29
50350020339,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Ventre et jambes d'un enfant nu,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020339/d0020339-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020339,200,2026-07-29
50350020340,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Pieds d'enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020340/d0020340-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020340,200,2026-07-29
50350020341,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Motifs géométriques,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020341/d0020341-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020341,200,2026-07-29
50350020342,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Motifs géométriques,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020342/d0020342-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020342,200,2026-07-29
50350020343,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Gribouillage ; branches d'arbre,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020343/d0020343-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020343,200,2026-07-29
50350020344,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Arbre,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020344/d0020344-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020344,200,2026-07-29
50350020345,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Deux études de figures et autre croquis,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020345/d0020345-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020345,200,2026-07-29
50350020346,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Un jardin public bordé de grilles,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020346/d0020346-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020346,200,2026-07-29
50350020347,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Portrait,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020347/d0020347-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020347,200,2026-07-29
50350020348,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Portrait d'un enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020348/d0020348-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020348,200,2026-07-29
50350020349,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Draperie,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020349/d0020349-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020349,200,2026-07-29
50350020350,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Portrait,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020350/d0020350-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020350,200,2026-07-29
50350020351,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,"Deux jeunes femmes, vues en buste",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020351/d0020351-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020351,200,2026-07-29
50350020352,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Vue d'architecture intérieure,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020352/d0020352-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020352,200,2026-07-29
50350020353,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude de plantes,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020353/d0020353-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020353,200,2026-07-29
50350020354,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Femme debout,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020354/d0020354-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020354,200,2026-07-29
50350020355,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,"Figures assise ; femme assise, vur de dos",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020355/d0020355-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020355,200,2026-07-29
50350020356,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,"Une femme assise, vue de dos",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020356/d0020356-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020356,200,2026-07-29
50350020357,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Croquis,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020357/d0020357-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020357,200,2026-07-29
50350020358,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Le Panthéon,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020358/d0020358-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020358,200,2026-07-29
50350020359,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Eléments architecturaux avec motif de tête d'homme dans l'espace centré,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020359/d0020359-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020359,200,2026-07-29
50350020360,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude de main,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020360/d0020360-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020360,200,2026-07-29
50350020361,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude de main,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020361/d0020361-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020361,200,2026-07-29
50350020362,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude de main,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020362/d0020362-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020362,200,2026-07-29
50350020363,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Un livre ouvert,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020363/d0020363-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020363,200,2026-07-29
50350020364,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Etude de main,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020364/d0020364-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020364,200,2026-07-29
50350020365,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Adolph Menzel,musée du Louvre,Paris,Une lance,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/50350020365/d0020365-000.jpg,https://pop.culture.gouv.fr/notice/joconde/50350020365,200,2026-07-29
