reference,statut,licence,credit,raison,artistes,musee,ville,titre,presence_image,artiste_sous_droits,image,notice_pop,http,verifie_le
01840000132,unknown,,musées d'Auxerre,crédit sans licence explicite,Louis Léopold Boilly,musée d'art et d'histoire Saint-Germain,Auxerre,Le marquis de Louvois,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/01840000132/M018400_4eb03c03034bc_1.jpg,https://pop.culture.gouv.fr/notice/joconde/01840000132,200,2026-07-29
02110002116,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Michel-Ange,musée des beaux-arts,Rennes,Trois figures d'hommes nus,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002116/0006279.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002116,200,2026-07-29
02110002126,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Federico Barocci,musée des beaux-arts,Rennes,Tête d'enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002126/0009077.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002126,200,2026-07-29
02110002187,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,David Téniers,musée des beaux-arts,Rennes,Singes dans une cuisine,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002187/0006418.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002187,200,2026-07-29
02110002198,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Rubens,musée des beaux-arts,Rennes,Femme nue,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002198/0006396.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002198,200,2026-07-29
02110002200,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Rubens,musée des beaux-arts,Rennes,La Marquise de Mantoue ; Tête de femme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002200/0006394.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002200,200,2026-07-29
02110002278,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Pier Francesco Mola,musée des beaux-arts,Rennes,La mort de Saphira,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002278/0004630.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002278,200,2026-07-29
02110002354,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Albrecht Dürer,musée des beaux-arts,Rennes,"La Messe des anges ; Croquis à la plume coloré, composition allégorique et indescriptible (titre ancien) ; Dessin allégorique (titre ancien)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002354/0005720.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002354,200,2026-07-29
02110002401,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Le Primatice,musée des beaux-arts,Rennes,Ulysse recevant les outres des vents,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002401/0010666.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002401,200,2026-07-29
02110002437,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Jules Romain,musée des beaux-arts,Rennes,Deux amants,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002437/0012336.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002437,200,2026-07-29
02110002500,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Raphaël,musée des beaux-arts,Rennes,Tête de vierge (recto) ; Feuille d'études (verso),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002500/0010683.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002500,200,2026-07-29
02110002501,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Raphaël,musée des beaux-arts,Rennes,Figure de saint,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002501/0010682.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002501,200,2026-07-29
02110002502,unknown,,© Deschamps,crédit sans licence explicite,Raphaël,musée des beaux-arts,Rennes,Jupiter,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002502/0010680.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002502,200,2026-07-29
02110002503,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Raphaël,musée des beaux-arts,Rennes,Guerrier avec un lion à ses pieds,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002503/0001877.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002503,200,2026-07-29
02110002508,unknown,,© Deschamps,crédit sans licence explicite,Le Primatice,musée des beaux-arts,Rennes,Homme assis et drapé,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002508/0010667.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002508,200,2026-07-29
02110002511,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Jules Romain,musée des beaux-arts,Rennes,Combat de chevaux marins,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002511/0010703.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002511,200,2026-07-29
02110002605,unknown,,© Louis Deschamps,crédit sans licence explicite,Sébastien Bourdon,musée des beaux-arts,Rennes,Groupe tiré du massacre des innocents,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002605/0009201.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002605,200,2026-07-29
02110002639,unknown,,© Deschamps,crédit sans licence explicite,Raphaël,musée des beaux-arts,Rennes,Feuilles d'études,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002639/794-1-3009.JPG,https://pop.culture.gouv.fr/notice/joconde/02110002639,200,2026-07-29
02110002696,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Charles Le Brun,musée des beaux-arts,Rennes,Etude de femme drapée,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002696/0010045.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002696,200,2026-07-29
02110002697,unknown,,© Louis Deschamps,crédit sans licence explicite,Charles Le Brun,musée des beaux-arts,Rennes,Jupiter,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002697/0010042.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002697,200,2026-07-29
02110002698,unknown,,© Louis Deschamps,crédit sans licence explicite,Charles Le Brun,musée des beaux-arts,Rennes,Ange tenant une épée,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002698/0010043.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002698,200,2026-07-29
02110002705,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Simon Vouet,musée des beaux-arts,Rennes,Etude d'homme drapé debout ; Figure d'homme drapé,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002705/0001757.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002705,200,2026-07-29
02110002809,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Luca Cambiaso,musée des beaux-arts,Rennes,Vénus et l'Amour,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002809/0009354.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002809,200,2026-07-29
02110002810,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Luca Cambiaso,musée des beaux-arts,Rennes,Combat dans les airs,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110002810/0009356.jpg,https://pop.culture.gouv.fr/notice/joconde/02110002810,200,2026-07-29
02110003533,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Paul Bril,musée des beaux-arts,Rennes,Paysage,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110003533/0005796.jpg,https://pop.culture.gouv.fr/notice/joconde/02110003533,200,2026-07-29
02110003535,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Luca Cambiaso,musée des beaux-arts,Rennes,Silène et deux bergers,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110003535/0009355.jpg,https://pop.culture.gouv.fr/notice/joconde/02110003535,200,2026-07-29
02110003628,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Simon Vouet,musée des beaux-arts,Rennes,Femme assise et enfant à ses pieds ; Danaé,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02110003628/0010957.jpg,https://pop.culture.gouv.fr/notice/joconde/02110003628,200,2026-07-29
02340000148,unknown,,© Susana Pereira Tavares ; musée Charles VII,crédit sans licence explicite,Antonio Tempesta,musée du château Charles VII,Mehun-sur-Yèvre,Combat d'éléphant contre rhinocéros,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02340000148/M023400_912-8-19-1ir18w7_P.jpg,https://pop.culture.gouv.fr/notice/joconde/02340000148,200,2026-07-29
02470000028,unknown,,"© Vincent Escudero, Musée Bertrand",crédit sans licence explicite,Rubens,musée Bertrand,Châteauroux,Le banquet de Térée,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02470000028/M024700_1247-6ii936_1.jpg,https://pop.culture.gouv.fr/notice/joconde/02470000028,200,2026-07-29
02470000174,unknown,,"© Vincent Escudero, Musée Bertrand",crédit sans licence explicite,François Gérard,musée Bertrand,Châteauroux,Portrait de la reine Hortense,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02470000174/M024700_70-6-5-1ezox6x_1.jpg,https://pop.culture.gouv.fr/notice/joconde/02470000174,200,2026-07-29
02650001146,unknown,,© musée des beaux-arts de Tours,crédit sans licence explicite,Joseph Vernet,musée des beaux-arts,Tours,Bord de mer avec falaise percée,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02650001146/0021813.jpg,https://pop.culture.gouv.fr/notice/joconde/02650001146,200,2026-07-29
02860007456,unknown,,"Orléans, musée des beaux-arts © cliché François LAUGINIE",crédit sans licence explicite,Albrecht Dürer,musée des beaux-arts,Orléans,Saint Pierre,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02860007456/0000196196-GV.jpg,https://pop.culture.gouv.fr/notice/joconde/02860007456,200,2026-07-29
02860008133,unknown,,"Orléans, musée des beaux-arts © cliché François LAUGINIE",crédit sans licence explicite,Annibale Carracci ; Ludovico Carracci,musée des beaux-arts,Orléans,Vénus et l'Amour endormi,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/02860008133/0000191118-GV.jpg,https://pop.culture.gouv.fr/notice/joconde/02860008133,200,2026-07-29
03030002149,unknown,,© Troyes ; musée des beaux-arts et d'archéologie,crédit sans licence explicite,Van Dyck,musée des beaux-arts et d’archéologie,Troyes,Portrait de Béatrice de Cusance (1614-1663),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03030002149/M030300_2149-1_P.jpg,https://pop.culture.gouv.fr/notice/joconde/03030002149,200,2026-07-29
03070000188,unknown,,© Maillot Hervé,crédit sans licence explicite,Simon Vouet,musée municipal,Châlons-en-Champagne,Sainte tenant la palme du martyre,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03070000188/0001262.jpg,https://pop.culture.gouv.fr/notice/joconde/03070000188,200,2026-07-29
03070007836,unknown,,© Maillot Hervé,crédit sans licence explicite,David Téniers,musée municipal,Châlons-en-Champagne,Mendiant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03070007836/0001495.jpg,https://pop.culture.gouv.fr/notice/joconde/03070007836,200,2026-07-29
03110000174,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Pierre Mignard,musée des Beaux-Arts de Saint-Denis,Reims,"Louis XIV à cheval (titre attribué) ; Louis le Grand à l'âge de 37 ans (titre publié (Paris, 1845))",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110000174/09ae38bda8aed4c07290.jpg,https://pop.culture.gouv.fr/notice/joconde/03110000174,200,2026-07-29
03110000287,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Philippe de Champaigne,musée des Beaux-Arts de Saint-Denis,Reims,Portrait de Nicolas Hénin de Cuvillers (titre attribué),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110000287/091cb05507ff7d5a3a05.jpg,https://pop.culture.gouv.fr/notice/joconde/03110000287,200,2026-07-29
03110002336,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Pierre Mignard,musée des Beaux-Arts de Saint-Denis,Reims,"François d'Espinay, marquis de Saint-Luc ; François de La Rochefoucauld",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110002336/091cb05332a477ea15d3.jpg,https://pop.culture.gouv.fr/notice/joconde/03110002336,200,2026-07-29
03110005881,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Géricault,musée des Beaux-Arts de Reims,Reims,Napoléon donnant un ordre à un officier supérieur des Guides,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110005881/091cb053c3f0b9fa8b92.jpg,https://pop.culture.gouv.fr/notice/joconde/03110005881,200,2026-07-29
03110007347,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,David Téniers,musée des Beaux-Arts de Reims,Reims,Fête de village (catalogue Loriquet),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110007347/091cb053b2da5f4ea9ed.jpg,https://pop.culture.gouv.fr/notice/joconde/03110007347,200,2026-07-29
03110032162,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Pier Francesco Mola,musée des Beaux-Arts de Saint-Denis,Reims,Tête d'homme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110032162/0a4136143704f0ec13d5.jpg,https://pop.culture.gouv.fr/notice/joconde/03110032162,200,2026-07-29
03110041486,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Pier Francesco Mola,musée des Beaux-Arts de Saint-Denis,Reims,Tête d'homme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110041486/0a41361464da816f2ffa.jpg,https://pop.culture.gouv.fr/notice/joconde/03110041486,200,2026-07-29
03110041532,unknown,,© CHRISTIAN DEVLEESCHAUWER,crédit sans licence explicite,Louis Léopold Boilly,musée des Beaux-Arts de Saint-Denis,Reims,Ah ! Le Voilà ! ; Le chien commissionnaire,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110041532/0bfd5981af3d5d8b92cd.jpg,https://pop.culture.gouv.fr/notice/joconde/03110041532,200,2026-07-29
03110041569,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Joseph Vernet,musée des Beaux-Arts de Saint-Denis,Reims,Marine,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110041569/091cb053c5926a8a3d0a.jpg,https://pop.culture.gouv.fr/notice/joconde/03110041569,200,2026-07-29
03110042003,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Albrecht Dürer,musée des Beaux-Arts de Reims,Reims,Tableau de dévotion,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110042003/091cb053b25ece2fe9b1.jpg,https://pop.culture.gouv.fr/notice/joconde/03110042003,200,2026-07-29
03110042044,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,François Gérard,musée des Beaux-Arts de Reims,Reims,Napoléon 1er,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110042044/0bf16aee0824082997a6.jpg,https://pop.culture.gouv.fr/notice/joconde/03110042044,200,2026-07-29
03110042175,unknown,,© Musée des Beaux-Arts de Reims,crédit sans licence explicite,Guido Reni,musée des Beaux-Arts de Reims,Reims,La Vierge et l'Enfant Jésus,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110042175/091cb054f117e9bb2b09.jpg,https://pop.culture.gouv.fr/notice/joconde/03110042175,200,2026-07-29
03110042464,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,David Téniers,musée des Beaux-Arts de Reims,Reims,Joueurs dans une auberge,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110042464/091cb053c7abbee60822.jpg,https://pop.culture.gouv.fr/notice/joconde/03110042464,200,2026-07-29
03110042522,unknown,,© Christian DEVLEESCHAUWER,crédit sans licence explicite,Van Dyck,musée des Beaux-Arts de Saint-Denis,Reims,Étude de tête (titre attribué),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03110042522/091cb053c8ac9617f0fe.jpg,https://pop.culture.gouv.fr/notice/joconde/03110042522,200,2026-07-29
03290005058,unknown,,© Edith Weigel,crédit sans licence explicite,Luca Cambiaso,musée d’ethnographie corse,Bastia,Jésus guérissant un aveugle,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290005058/0009706.jpg,https://pop.culture.gouv.fr/notice/joconde/03290005058,200,2026-07-29
03290005065,unknown,,© JAMBERT ; JA.Bertozzi-ADGAP,crédit sans licence explicite,Salvator Rosa,musée d’ethnographie corse,Bastia,Paysage,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290005065/0014324.jpg,https://pop.culture.gouv.fr/notice/joconde/03290005065,200,2026-07-29
03290005067,unknown,,Jean André Bertozzi / ADGAP,crédit sans licence explicite,Véronèse,musée d’ethnographie corse,Bastia,Vénus et Mars,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290005067/0012881.jpg,https://pop.culture.gouv.fr/notice/joconde/03290005067,200,2026-07-29
03290005077,unknown,,Jean André Bertozzi / ADGAP,crédit sans licence explicite,Luca Giordano,musée d’ethnographie corse,Bastia,Apparition de Jésus à Marie-Madeleine,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290005077/0003713.jpg,https://pop.culture.gouv.fr/notice/joconde/03290005077,200,2026-07-29
03290005102,unknown,,© JAMBERT ; Jean André Bertozzi / ADGAP,crédit sans licence explicite,Federico Zuccaro,musée d’ethnographie corse,Bastia,Ange portant les instruments de la passion,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290005102/0009870.jpg,https://pop.culture.gouv.fr/notice/joconde/03290005102,200,2026-07-29
03290005103,unknown,,© JAMBERT ; Jean André Bertozzi / ADGAP,crédit sans licence explicite,Federico Zuccaro,musée d’ethnographie corse,Bastia,Ange portant le Saint Suaire,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290005103/0009871.jpg,https://pop.culture.gouv.fr/notice/joconde/03290005103,200,2026-07-29
03290006927,unknown,,© JAMBERT ; Jean André Bertozzi / ADGAP,crédit sans licence explicite,Salvator Rosa,musée d’ethnographie corse,Bastia,Choc de cavalerie ; Bataille ; Scène représentant des cavaliers (ancien titre),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290006927/0006563.jpg,https://pop.culture.gouv.fr/notice/joconde/03290006927,200,2026-07-29
03290008037,unknown,,© JAMBERT ; JA.Bertozzi-ADGAP,crédit sans licence explicite,Carlo Maratti,musée d’ethnographie corse,Bastia,Loth et ses filles,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/03290008037/0014341.jpg,https://pop.culture.gouv.fr/notice/joconde/03290008037,200,2026-07-29
04000000110,unknown,,Art Shooting,crédit sans licence explicite,David Téniers,musée Lambinet,Versailles,Intérieur de cabaret,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000000110/M040000_1027-1ju6ez3_1.jpg,https://pop.culture.gouv.fr/notice/joconde/04000000110,200,2026-07-29
04000000116,unknown,,Chatel Thierry,crédit sans licence explicite,David Téniers,musée Lambinet,Versailles,Homme fumant la pipe,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000000116/0004245.jpg,https://pop.culture.gouv.fr/notice/joconde/04000000116,200,2026-07-29
04000000120,unknown,,Chatel Thierry,crédit sans licence explicite,David Téniers,musée Lambinet,Versailles,Homme assis tenant une cruche,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000000120/0004246.jpg,https://pop.culture.gouv.fr/notice/joconde/04000000120,200,2026-07-29
04000000182,unknown,,"Musée Lambinet, Ville de Versailles",crédit sans licence explicite,Boucher,musée Lambinet,Versailles,Erigone vaincue,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000000182/528_HD.jpg,https://pop.culture.gouv.fr/notice/joconde/04000000182,200,2026-07-29
04000001398,unknown,,© Musée Lambinet,crédit sans licence explicite,Pierre Mignard,musée Lambinet,Versailles,La famille du Grand Dauphin,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000001398/0004607.jpg,https://pop.culture.gouv.fr/notice/joconde/04000001398,200,2026-07-29
04000001600,unknown,,"Musée Lambinet, Ville de Versailles",crédit sans licence explicite,Joseph Vernet,musée Lambinet,Versailles,Marine : entrée d'un port,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000001600/1231_HD.jpg,https://pop.culture.gouv.fr/notice/joconde/04000001600,200,2026-07-29
04000006641,unknown,,© Dufrene Gérard,crédit sans licence explicite,Louis Léopold Boilly,musée Lambinet,Versailles,Arrestation de Charlotte Corday,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000006641/0003003.jpg,https://pop.culture.gouv.fr/notice/joconde/04000006641,200,2026-07-29
04000013408,unknown,,Art Shooting,crédit sans licence explicite,Joseph Vernet,musée Lambinet,Versailles,"Le Grand Trianon, vu de l'extrémité nord du Grand Canal",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/04000013408/M040000_94-dfuq7i_1.jpg,https://pop.culture.gouv.fr/notice/joconde/04000013408,200,2026-07-29
