famille,categorie,champ_source,extrait,auteur,precisions_auteur,ancienne_attribution,titre,denomination,domaine,musee,ville,verdict,commentaire,reference,lien_pop
d'après (copie d'un modèle),copie,Auteur,ATELIER DE RAPHAEL (d'après);anonyme,ATELIER DE RAPHAEL (d'après);anonyme,,"Copie d'après, SANTI Raffaello","Le Christ en gloire entre la Vierge, et saint Jean-Baptiste et deux saints",,dessin,musée du Louvre,Paris,vrai,,50350101206,https://pop.culture.gouv.fr/notice/joconde/50350101206
d'après (copie d'un modèle),copie,Auteur,anonyme;LA TOUR Georges de (d'après),anonyme;LA TOUR Georges de (d'après),"Vic-sur-Seille, 1593 ; Lunéville, 1652",,L'Éducation de la Vierge,tableau,peinture,musée du Louvre,Paris,vrai,,00000106459,https://pop.culture.gouv.fr/notice/joconde/00000106459
d'après (copie d'un modèle),copie,Auteur,"…mprimeur, éditeur);Raphaël (1483-1520) (d'après);OLIVIER-PINOT (d'après)","Pellerin & Cie (imprimeur, éditeur);Raphaël (1483-1520) (d'après);OLIVIER-PINOT (d'après)",,,"JESUS-CHRIST TOMBE EN PORTANT SA CROIX. (titre inscrit, fr., it., esp. angl.)",image pieuse,estampe;croyances - coutumes,musée de l'image,Epinal,vrai,,M0537000343,https://pop.culture.gouv.fr/notice/joconde/M0537000343
d'après (copie d'un modèle),copie,Auteur,BURY Jean-Baptiste;NAPLES P (d'après);MOREL veuve A & Cie (éditeur);LEMERCIE…,BURY Jean-Baptiste;NAPLES P (d'après);MOREL veuve A & Cie (éditeur);LEMERCIER et Cie (imprimeur),"Bury : Paris, 1808 ; ?",,CATHEDRALE DE TROYES GRILLE DE CLOTURE DU CHOEUR (TITRE INSCRIT),relevé d'architecte;élément d'ensemble,imprimé,musée des beaux-arts et d’archéologie,Troyes,vrai,,00000094050,https://pop.culture.gouv.fr/notice/joconde/00000094050
d'après (copie d'un modèle),copie,Auteur,…let Emmanuel Herman Joseph (1771-1855) (d'après),Engelmann (auteur);Wallet Emmanuel Herman Joseph (1771-1855) (d'après),"Wallet Emmanuel Herman Joseph : Saint-Omer, 1771 ; Douai, 1855",,Fête communale de Douai dédiée aux enfants de Gayant,,estampe,musée de la Chartreuse,Douai,vrai,,06190026656,https://pop.culture.gouv.fr/notice/joconde/06190026656
d'après (copie d'un modèle),copie,Auteur,… Graveur;VECELLIO Tiziano (1488-1576) : D'après,PODESTA Andrea (1608-1674) : Graveur;VECELLIO Tiziano (1488-1576) : D'après,"Gênes, 1608 ; Gênes, 1674#Pieve di Cadore, 1488 ; Venise, 1576",,Bacchus et Ariane,,beaux-arts;estampe,musée des beaux-arts,Rennes,vrai,,M0211000460,https://pop.culture.gouv.fr/notice/joconde/M0211000460
d'après (copie d'un modèle),copie,Auteur,anonyme;Clovio Giulio (d'après),anonyme;Clovio Giulio (d'après),,"FRANCO Giovanni Battista, dit il SEMOLEI",Les Vertus théologales,,beaux-arts;dessin,musée des beaux-arts et d'archéologie,Besançon,vrai,,M0332002626,https://pop.culture.gouv.fr/notice/joconde/M0332002626
d'après (copie d'un modèle),copie,Auteur,MIEL Jan (d'après);anonyme,MIEL Jan (d'après);anonyme,né vers 1599 ; mort en 1663,attribué à : LAER Pieter van,Le Portique d'Octavie à Rome,,dessin,musée du Louvre,Paris,vrai,,50350107513,https://pop.culture.gouv.fr/notice/joconde/50350107513
d'après (copie d'un modèle),copie,Auteur,BERNINI Gian Lorenzo (d'après);anonyme,BERNINI Gian Lorenzo (d'après);anonyme,né en 1598 ; mort en 1680,,Figure,,dessin,musée du Louvre,Paris,vrai,,50350504077,https://pop.culture.gouv.fr/notice/joconde/50350504077
d'après (copie d'un modèle),copie,Auteur,MARATTI Carlo (d'après);anonyme,MARATTI Carlo (d'après);anonyme,né en 1625 ; mort en 1713,,Sainte Famille dans un paysage,,dessin,musée du Louvre,Paris,vrai,,50350100636,https://pop.culture.gouv.fr/notice/joconde/50350100636
d'après (copie d'un modèle),copie,Auteur,DURER Albrecht (d'après);anonyme,DURER Albrecht (d'après);anonyme,né en 1471 ; mort en 1528,,Vierge à l'Enfant,,dessin,musée du Louvre,Paris,vrai,,50350500148,https://pop.culture.gouv.fr/notice/joconde/50350500148
d'après (copie d'un modèle),copie,Auteur,"HOLBEIN Hans le Jeune (d'après);DELANNOY Ferdinand (?, graveur);GAVARD…","HOLBEIN Hans le Jeune (d'après);DELANNOY Ferdinand (?, graveur);GAVARD Charles (éditeur, diagraphe, pantographe);CHARDON F l'Aîné (imprimeur)","HOLBEIN : Augsbourg, 1497 ; Londres, 1543 ; DELANNOY : Paris, 1822 ; Paris, 1887",,"Galerie historique de Versailles, Portrait de Anne de Clèves",,beaux-arts;estampe,musée de l'Argonne Viard-Morel,Sainte-Menehould,vrai,Bien classée comme œuvre d’après Holbein ; doute distinct sur l’identité du graveur Delannoy.,M0315000823,https://pop.culture.gouv.fr/notice/joconde/M0315000823
d'après (copie d'un modèle),copie,Auteur,…raveur;STRAET Jan van der (1523-1605) : D'après;GALLE Philip (1537-1612) : Editeur,GALLE Theodor (1571-1633) : Graveur;STRAET Jan van der (1523-1605) : D'après;GALLE Philip (1537-1612) : Editeur,"Anvers, 1571 ; Anvers, 1633#Bruges, 1523 ; Florence, 1605#Haarlem, 1537 ; Anvers, 1612",,Femmes célèbres de l'histoire romaine (03) : Véturie aux pieds de Coriolan,,beaux-arts;estampe,musée des beaux-arts,Rennes,vrai,,M0211007975,https://pop.culture.gouv.fr/notice/joconde/M0211007975
copie,copie,Precisions_sur_l_auteur,"…it de Lambert Sustris. Selon Schneider, copie d'après Metsys",anonyme,"Selon E. Michel, serait de Lambert Sustris. Selon Schneider, copie d'après Metsys",,Suzanne et les vieillards,tableau,peinture,musée des beaux-arts,Valenciennes,incertain,Deux lectures concurrentes : œuvre possiblement de Lambert Sustris ou copie d’après Metsys ; le statut de copie n’est pas stabilisé.,06380000534,https://pop.culture.gouv.fr/notice/joconde/06380000534
copie,copie,Auteur,…pteur);Houdon Jean-Antoine (1741-1828) (copie d'après),SAUVAGE Pierre (sculpteur);Houdon Jean-Antoine (1741-1828) (copie d'après),"Sauvage Pierre : Abbeville, 1821 ; Vichy, 1883#Houdon Jean-Antoine : Versailles, 1741 ; Paris, 1828, 15 Juillet",,Voltaire assis,statue,sculpture,musée des beaux-arts,Lyon,vrai,,10310026470,https://pop.culture.gouv.fr/notice/joconde/10310026470
copie,copie,Precisions_sur_l_auteur,ZAMPIERI Domenico dit LE DOMINIQUIN  (copie d'après),anonyme,ZAMPIERI Domenico dit LE DOMINIQUIN  (copie d'après),ZAMPIERI Domenico dit LE DOMINIQUIN (anciennement attribué à),Deux angelots portant une mitre ; Etude (Ancien titre),,dessin,musée de Grenoble,Grenoble,vrai,,09940009840,https://pop.culture.gouv.fr/notice/joconde/09940009840
copie,copie,Auteur,"VERONESE Paolo (copie d'après, attribué);TINTORETTO Jacopo (a…","VERONESE Paolo (copie d'après, attribué);TINTORETTO Jacopo (ancienne attribution, attribué)","VERONESE Paolo : Vérone, 1528 ; Venise, 1588#TINTORETTO Jacopo : Venise, 1519 ; Venise, 1594",,Le Sacre du roi David,,beaux-arts;peinture,Palais-musée des Archevêques de Narbonne,Narbonne,vrai,"Cas hybride : copie d’après Véronèse attribuée, avec ancienne attribution au Tintoret.",04450000804,https://pop.culture.gouv.fr/notice/joconde/04450000804
copie,copie,Precisions_sur_l_auteur,CALIARI Paolo dit VERONESE  (copie d'après),anonyme,CALIARI Paolo dit VERONESE  (copie d'après),,Figure allégorique ; La Richesse (Ancien titre),,dessin,musée de Grenoble,Grenoble,vrai,,09940008726,https://pop.culture.gouv.fr/notice/joconde/09940008726
copie,copie,Precisions_sur_l_auteur,"…; Anvers, 1661 ; Michel et J. Foucart : copie de Van Balen",anonyme;Van Balen Hendrick (1623-1661) (d'après),"Le Jeune : Anvers,1623 ; Anvers, 1661 ; Michel et J. Foucart : copie de Van Balen",BALEN HENDRIK VAN (ancienne attribution),BAIGNEUSES ; DIT AUSSI UN GROUPE DE BAIGNEUSES,tableau,beaux-arts;peinture,musée de Brou,Bourg-en-Bresse,vrai,"Copie d’après Van Balen dans l’état actuel de la notice, avec ancienne attribution directe à Van Balen.",000PE031107,https://pop.culture.gouv.fr/notice/joconde/000PE031107
copie,copie,Precisions_sur_l_auteur,VAN DER WEYDEN Rogier  (copie d'après),anonyme,VAN DER WEYDEN Rogier  (copie d'après),"DE LEYDE Lucas (anciennement attribué à) ; DE BRUGES Jean (dit), BOUDOLF Jan (manière de) (anciennement attribué à) ; DE LEYDE Lucas (anciennement attribué à)",La Vierge à l'Enfant debout,,peinture,musée de Grenoble,Grenoble,vrai,"Copie d’après Van der Weyden, avec plusieurs anciennes attributions.",09940006303,https://pop.culture.gouv.fr/notice/joconde/09940006303
copie,copie,Precisions_sur_l_auteur,…ELLARI Girolamo dit DA CARPI Girolamo  (copie d'après),anonyme,SELLARI Girolamo dit DA CARPI Girolamo  (copie d'après),SELLARI Girolamo dit DA CARPI Girolamo (anciennement attribué à),Scène antique ; Apollon (Ancien titre) ; Marc-Aurèle jeune (Autre titre),,dessin,musée de Grenoble,Grenoble,vrai,,09940008839,https://pop.culture.gouv.fr/notice/joconde/09940008839
copie,copie,Precisions_sur_l_auteur,Gillis Van Valckenborch  (copie d'après),anonyme,Gillis Van Valckenborch  (copie d'après),,Le Festin de Balthazar,,peinture,musée de Grenoble,Grenoble,vrai,,09940006252,https://pop.culture.gouv.fr/notice/joconde/09940006252
copie,copie,Precisions_sur_l_auteur,…FRANCESCO Andrea dit DEL SARTO Andrea  (copie d'après),anonyme,D'AGNOLO DI FRANCESCO Andrea dit DEL SARTO Andrea  (copie d'après),,Portraits d'homme,recto verso,dessin,musée de Grenoble,Grenoble,vrai,,09940190885,https://pop.culture.gouv.fr/notice/joconde/09940190885
anciennement attribué à,revision,Precisions_sur_l_auteur,"…arlem en 1643 ; Haarlem, 1678 ; figures anciennement attribuées à Adrien Van Ostade",DECKER Cornelis Gerritsz,"actif à Haarlem en 1643 ; Haarlem, 1678 ; figures anciennement attribuées à Adrien Van Ostade",OSTADE ADRIEN VAN (VILLOT),PAYSAGE,tableau,peinture,musée du Louvre,Paris,vrai,"porte sur les figures, pas l'auteur principal",000PE003494,https://pop.culture.gouv.fr/notice/joconde/000PE003494
anciennement attribué à,revision,Precisions_sur_l_auteur,"…1640-1650 ; Schoonhoven, 1726 : figures anciennement attribuées à Gérard de Lairesse",GLAUBER Johannes,"Utrecht, 1640-1650 ; Schoonhoven, 1726 : figures anciennement attribuées à Gérard de Lairesse",LAIRESSE GERARD DE (VILLOT),PAYSAGE AVEC BERGER ET JOUEUR DE FLUTE,tableau,peinture,musée du Louvre,Paris,vrai,"porte sur les figures, pas l'auteur principal",000PE003542,https://pop.culture.gouv.fr/notice/joconde/000PE003542
anciennement attribué à,revision,Precisions_sur_l_auteur,anciennement attribué à Jean Gossaert et au Maître au Perroqu…,anonyme,anciennement attribué à Jean Gossaert et au Maître au Perroquet,,Vierge et l'Enfant à la pomme,panneau,beaux-arts;peinture,musée des beaux-arts,Menton,vrai,,08780001105,https://pop.culture.gouv.fr/notice/joconde/08780001105
anciennement attribué à,revision,Auteur,BUNEL Jacob;attribué à;anciennement attribué à BOSSCHAERT Ambrosius,BUNEL Jacob;attribué à;anciennement attribué à BOSSCHAERT Ambrosius,"Anvers, vers 1543 ; Fontainebleau, 1614",FREMINET MARTIN (ancienne attribution),Henri IV en Mars,tableau,peinture,musée national du château de Pau,Pau,vrai,,00000060289,https://pop.culture.gouv.fr/notice/joconde/00000060289
anciennement attribué à,revision,Auteur,…onyme (peintre);Ziem Félix (1821-1911) (anciennement attribué à),Anonyme (peintre);Ziem Félix (1821-1911) (anciennement attribué à),"Ziem Félix : Beaune, 1821 ; Paris, 1911",,"Venise, la place Saint-Marc",tableau,beaux-arts;peinture,"Les Pêcheries, musée de Fécamp",Fécamp,vrai,,07150000759,https://pop.culture.gouv.fr/notice/joconde/07150000759
anciennement attribué à,revision,Precisions_sur_l_auteur,"…compositions. Le tableau des 'Raisins', anciennement attribué à Desportes, a été exécuté pour le chât…",BLAIN DE FONTENAY Jean-Baptiste le Père (attribué);BELIN Jean-Baptiste le Père (dit),"BLAIN DE FONTENAY : Caen, 1653 ; Paris, 1715 ; Orthographié de diverses façons selon que l'on consulte des actes ou des registres différents, Jean-Baptiste Blin ou Belin ou Blain de Fontenay est le fils de Louis Belin, peintre, sieur de Fontenay du nom d'un bien qu'il possédait dans la commune de Fontenay-le-Pesnel près de Caen. Jean-Baptiste est formé à Paris dans l'atelier de J.B. Monnoyer. Après avoir abjuré la religion calviniste dans laquelle il avait été élevé, il est reçu à l'Académie Royale de Peinture et de Sculpture comme 'peintre fleuriste' à l'égal de son maître, avec pour tableau de réception Vase d'or avec le buste de Louis XIV, conservé au Musée du Louvre. Travailleur acharné, il réalise de nombreux tableaux et décors pour les maisons royales de Compiègne, Fontainebleau, particulièrement celle de Marly puis du Trianon et enfin de Versailles. Son nom figure dans les comptes de la Manufacture des Gobelins à partir de 1687. Il collabore également avec d'autres artistes tels que Rigaud, Coypel, Largillière et Jouvenet pour des portraits ou des grandes compositions. Le tableau des 'Raisins', anciennement attribué à Desportes, a été exécuté pour le château de Marly. Une observation par Maître Briest, Notaire, (02/08/2201) permet de l'assimiler le vase peint à ceux présents à l'époque dans le château de Marly. Il passe ensuite à la Manufacture de Sèvres, puis au musée du Louvre. L'Etat le dépose à Mâcon en 1892. Sa composition rappelle bien la manière de l'artiste ; En effet, dans une perspective par en dessous, ' en contre plongée ', un vase d'or à goderons avec des anses décorées de masques est posé sur un rebord de marbre en arrondi. Comme dans Vase et guirlande de fleurs sur un fond de paysage du musée de Caen, cette mise en scène se retrouve dans d'autres oeuvres. Des pampres et des grappes croulent des deux côtés avec opulence, fantaisie et sensualité. Le peintre Pierre Dupuis (1610-1682) avait déjà traduit les fruits avec cette richesse et cette vitalité.",,Nature morte : vase et fruits,tableau,peinture,musée des ursulines,Mâcon,vrai,"Ancienne attribution à Desportes explicitement mentionnée ; la notice retient désormais Blain de Fontenay, avec réserve.",01720003632,https://pop.culture.gouv.fr/notice/joconde/01720003632
anciennement attribué à,revision,Auteur,ANONYME;DENON Dominique Vivant (anciennement attribué à),ANONYME;DENON Dominique Vivant (anciennement attribué à),"ANONYME ; DENON : Chalon-sur-Saône, 1747 ; Paris, 1825#Masculin",,"Explosion d'un magasin à poudre à Vienne, 1809 (titre inscrit)",1,dessin,musée Vivant Denon,Chalon-sur-Saône,vrai,Attribution ancienne à Vivant Denon abandonnée au profit d’un auteur anonyme.,M01650012014,https://pop.culture.gouv.fr/notice/joconde/M01650012014
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,ancienne attribution : BALDUNG Hans,BALDUNG Hans (d'après);anonyme,né entre 1484-1485 ; mort en 1545,ancienne attribution : BALDUNG Hans,Portrait d'homme barbu,,dessin,musée du Louvre,Paris,vrai,,50350108665,https://pop.culture.gouv.fr/notice/joconde/50350108665
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,CHUDANT Jean-Adolphe,DUMOULIN Louis Jules,"Paris, 1860 ; Paris, 1924",CHUDANT Jean-Adolphe,Panorama du Tour du Monde,,peinture;arts décoratifs,musée des beaux-arts et d'archéologie,Besançon,vrai,,M0332014482,https://pop.culture.gouv.fr/notice/joconde/M0332014482
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,ancienne attribution : ANONYME ITALIEN XVIIe s,COURTOIS Guillaume,né en 1628 ; mort en 1679,ancienne attribution : ANONYME ITALIEN XVIIe s,Deux parties d'armure,,dessin,musée du Louvre,Paris,vrai,,50350103365,https://pop.culture.gouv.fr/notice/joconde/50350103365
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,école de SANTI Raffaello,ATELIER DE RAPHAEL (d'après);anonyme,,école de SANTI Raffaello,Grottesques,,dessin,musée du Louvre,Paris,vrai,,50350101585,https://pop.culture.gouv.fr/notice/joconde/50350101585
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"Allemagne, manufacture de Francfort (ancienne attribution)",anonyme;centre indéterminé,,"Allemagne, manufacture de Francfort (ancienne attribution)",,vase-calebasse;à deux anses,arts décoratifs;céramique;vie domestique,musée de l'hôtel Sandelin,Saint-Omer,vrai,,M0650009532,https://pop.culture.gouv.fr/notice/joconde/M0650009532
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"ce buste, autrefois considéré comme représentant la marquise Gian-Martino Arconati Visconti, née Marie Peyrat, est proba",anonyme,,"ce buste, autrefois considéré comme représentant la marquise Gian-Martino Arconati Visconti, née Marie Peyrat, est probablement l'oeuvre de Paul Gasq (Dijon, 1860-Paris, 1944)","LA BARONNE ALPHONSE DELORT DE GLEON, NEE MARIE AUGUSTINE ANGELINA GRANDCOLAS (PARIS, 1852 ; PARIS, 1911)",buste,sculpture,musée du Louvre,Paris,vrai,,M5037000784,https://pop.culture.gouv.fr/notice/joconde/M5037000784
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"Ecole de, SANTI Raffaello",PUPINI Biagio,documenté en 1511 ; mort après 1575,"Ecole de, SANTI Raffaello","La Vierge assise tenant un livre, l'Enfant et le petit saint Jean",,dessin,musée du Louvre,Paris,vrai,,50350101517,https://pop.culture.gouv.fr/notice/joconde/50350101517
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,anciennes attributions : CALANDRUCCI Giacinto ; ANONYME ITALIEN fin XVIIe s,CALANDRUCCI Giacinto (atelier),né en 1646 ; mort en 1707,anciennes attributions : CALANDRUCCI Giacinto ; ANONYME ITALIEN fin XVIIe s,"Un homme drapé, debout, de profil vers la droite",,dessin,musée du Louvre,Paris,vrai,,50350202816,https://pop.culture.gouv.fr/notice/joconde/50350202816
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"Attribué à Louis Léopold BOILLY (La Bassée, 1761 ; Paris, 1845) au moment de son acquisition, ce tableau n'est mentionné",anonyme,,"Attribué à Louis Léopold BOILLY (La Bassée, 1761 ; Paris, 1845) au moment de son acquisition, ce tableau n'est mentionné dans aucun catalogue de l'artiste. L'attribution étant douteuse, elle a été vérifiée par les experts de Boilly en mars 2011 qui ont rejeté sans contestation possible cette attribution",Vue du Port de Livourne,tableau,peinture,musée de la Chartreuse,Douai,vrai,,06190006200,https://pop.culture.gouv.fr/notice/joconde/06190006200
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,Changement d'attribution ; A. Sérullaz confirme qu'il ne s'agit pas d'une oeuvre de Delacroix (com. or. fév. 2000) et S.,anonyme,,Changement d'attribution ; A. Sérullaz confirme qu'il ne s'agit pas d'une oeuvre de Delacroix (com. or. fév. 2000) et S. Laveissière confirme qu'elle n'est pas de Prud'hon (com. éc. 24/01/07),Académie de jeune femme,,dessin,musée national Magnin,Dijon,vrai,,50110001117,https://pop.culture.gouv.fr/notice/joconde/50110001117
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,anciennes attributions : ANONYME ITALIEN XVIe s ; PRIMATICCIO Francesco,SALVIATI Francesco,né vers 1509 ; mort en 1563,anciennes attributions : ANONYME ITALIEN XVIe s ; PRIMATICCIO Francesco,Une femme nue assise entre deux putti,,dessin,musée du Louvre,Paris,vrai,,50350200514,https://pop.culture.gouv.fr/notice/joconde/50350200514
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"Ancienne attribution : SAINT-AUBIN Gabriel Jacques de (Paris, 1724 ; Paris, 1780), 18e siècle",Delamonce Ferdinand (1678-1753) (attribué à),"Delamonce : Munich, 1678 ; Lyon, 1753 ; nationalité : Française","Ancienne attribution : SAINT-AUBIN Gabriel Jacques de (Paris, 1724 ; Paris, 1780), 18e siècle",Composition allégorique pour frontispice,,dessin,musée des Beaux-Arts,Lille,vrai,,06290000794,https://pop.culture.gouv.fr/notice/joconde/06290000794
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"Selon A Stange, 1978, cette oeuvre doit être attribuée au Maître du Retable Feuchtwanger",WOHLGEMUTH Michel,"Nuremberg, 1434 ; Nuremberg, 1519","Selon A Stange, 1978, cette oeuvre doit être attribuée au Maître du Retable Feuchtwanger",Le Portement de Croix,polyptyque;tableau;élément d'ensemble,peinture,musée Antoine Vivenel,Compiègne,vrai,,08030000724,https://pop.culture.gouv.fr/notice/joconde/08030000724
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,Ancienne attribution : CUYP Jacob,Duhem Henri (1860-1941),"Douai, 7 avril 1860 ; Juan-les-Pins, 24 octobre 1941 ; nationalité : Française",Ancienne attribution : CUYP Jacob,Sous-bois,tableau,dessin;beaux-arts,musée de la Chartreuse,Douai,vrai,,06190000052,https://pop.culture.gouv.fr/notice/joconde/06190000052
champ Ancienne_attribution renseigné,revision,Ancienne_attribution,"ancienne attribution : GIOTTO, attribué en 1859 ; anonyme (Italie)",GARBO Raffaellino Del,"GARBO : Florence, vers 1466 ; Florence, 1524","ancienne attribution : GIOTTO, attribué en 1859 ; anonyme (Italie)",L'incrédulité de Saint Thomas,,dessin,musée des beaux-arts,Rennes,vrai,,02110002142,https://pop.culture.gouv.fr/notice/joconde/02110002142
