reference_joconde,titre_joconde,artiste,musee,numero_inventaire,etat,titre_gallica,ark,licence,source,raisons
M0537000075,HISTOIRE DE L'ENFANT PRODIGUE (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.42 B,refusee,,,,Gallica (BnF),dates incompatibles (1888 / 1843)
M0537043907,LA MAUVAISE SAISON (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2846 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537043666,HISTOIRE DE LA BELLE ET LA BÊTE (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2650 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537043784,HISTOIRE DE ROBIN ET GENTIL (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2748 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537027523,"DE WONDERBARE VISCHVANGST (titre inscrit, néerl.) ;  LA PÊCHE MIRACULEUSE (titre factice)",charles-eugene-ensfelder,musée de l'image,990.1.2129 B ; VII / B 68,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537006094,LES MERVEILLEUSES BOTTES DE SEPT LIEUES. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.5968 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537027480,"Geschiedenis van de Deerne en het Ondier (titre inscrit, néerl.) ; La Belle et la Bête. (titre factice)",charles-eugene-ensfelder,musée de l'image,990.1.2084 B ; VII / B 23,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537043779,HISTOIRE DE ROBIN ET GENTIL (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2747 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537006060,LA VISITE A LÉONORE. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.5934 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537027464,"GESCHIEDENIS VAN EEN EZEL (titre inscrit, néerl.) ; L’histoire d’un âne. (titre factice)",charles-eugene-ensfelder,musée de l'image,990.1.2067 B ; VII / B 6,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017952,HISTOIRE DE ROBIN ET GENTIL  (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.1441 B ; VI / 157,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537043663,HISTOIRE DE LA BELLE ET LA BÊTE (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2647 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537006045,"MARIE, L'AMIE DES OISEAUX ET DES PAUVRES. (titre inscrit)",charles-eugene-ensfelder,musée de l'image,D 996.1.5919 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017989,LA MAUVAISE SAISON. (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.1478 B ; VI / 194,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537029149,"LE LOUP, / LA CHÈVRE & SES BIQUETS. (titre inscrit)",charles-eugene-ensfelder,musée de l'image,990.1.2861 Alb ; Alb / H 6,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537004101,LA MAUVAISE SAISON. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.3936 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537006065,LES VACANCES DE LOUISE ET DE LUCIE. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.5939 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537006109,FREDERIC ET EDOUARD / Ou le bon et le mauvais écoliers. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.5983 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017283,LES OCCUPATIONS DES PETITES FILLES (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.719 B ; IV / 201,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017776,HISTOIRE DE LA BELLE ET LA BETE. (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.1405 B ; VI / 122,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537027470,"GESCHIEDNIS VAN WILLIAM TELL (titre inscrit, néerl.) ; L’histoire de Guillaume Tell (titre factice)",charles-eugene-ensfelder,musée de l'image,990.1.2074 B ; VII / B 13,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537043832,LA VIE ET LES TRAVAUX DE LA CAMPAGNE / L'ÉTÉ et L'AUTOMNE (Suite) (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2776 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537006053,HISTOIRE D'UN ANE. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.5927 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537022204,HISTOIRE DE ROBIN ET GENTIL  (titre inscrit),charles-eugene-ensfelder,musée de l'image,2005.17.78 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537043665,HISTOIRE DE LA BELLE ET LA BÊTE (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2649 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537020025,LEGENDE DE SAINT ELOI (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.66 B ; I / 66,refusee,,,,Gallica (BnF),dates incompatibles (1921 / 1891)
M0537043662,HISTOIRE DE LA BELLE ET LA BÊTE (titre inscrit),charles-eugene-ensfelder,musée de l'image,2010.5.2646 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537006051,LA PÊCHE MIRACULEUSE. (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.5925 B,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1888 / 1945)
M0537027534,"GESCHIEDENIS VAN RIK MET DE KUIF (titre inscrit, néerl.) ; histoire de Riquet à la Houppe (titre factice)",charles-eugene-ensfelder,musée de l'image,990.1.2140 B ; VII / B 79,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537027495,"DE KATER EN DE JONGE MUSSCHEN (titre inscrit, néerl.) ; le chat et les jeunes moineaux (titre factice)",charles-eugene-ensfelder,musée de l'image,990.1.2100 B ; VII / B 39,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017306,LA VIE ET LES TRAVAUX DE LA CAMPAGNE / L’ETE et L’AUTOMNE (suite) (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.717 B ; IV / 199,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537006217,VIVE LE VÉLOCIPÈDE. / Nouveaux vélocipèdes dits de Société (brevet d'invention). (titre inscrit),charles-eugene-ensfelder,musée de l'image,D 996.1.6092 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017512,Le Bon et le Mauvais Chemin (titre inscrit),charles-eugene-ensfelder,musée de l'image,990.1.1039 B ; V / 141,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537007970,PIRAME ET THISBE. N°.883. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.7867 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537017582,PIRAME ET THISBE (titre inscrit),charles-francois-pinot,musée de l'image,990.1.1277 B ; VI / 2,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537008136,PIRAME ET THISBE. N°.883. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.8036 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537007954,HISTOIRE DE PAUL ET VIRGINIE. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.7851 B,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1888 / 1865)
M0537007969,PIRAME ET THISBÉ(titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.7866 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537038121,LE CHAT BOTTÉ. (CONTE DE FÉES.) 557 (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.5015 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537004705,LE ROI DAGOBERT. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.4559 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537004800,MONSIEUR ET MADAME DENIS. / Souvenirs de deux vieux époux. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.4656 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017171,LE CHAT DE LA MÈRE MICHEL (titre inscrit),charles-francois-pinot,musée de l'image,990.1.583 B ; IV / 94,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537046230,VIVE L'AMOUR ! VIVE LE VIN ! (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.6941 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537027468,"TIJL UILENSPIEGEL (titre inscrit, néerl.) ; Till l’espiègle. (titre factice)",charles-francois-pinot,musée de l'image,990.1.2072 B ; VII / B 11,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537027469,"DE GESCHIEDENIS VAN ROBINSON CRUSOE (titre inscrit, néerl.) ; L’histoire de Robinson Crusoé. (titre factice)",charles-francois-pinot,musée de l'image,990.1.2073 B ; VII / B 12,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537004715,LE CHAT DE LA MÈRE MICHEL. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.4569 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537040563,"SCÈNES VILLAGEOISES ET TRAVAUX CHAMPÊTRES. / 540 (titre inscrit, fr., all.)",charles-francois-pinot,musée de l'image,2010.5.6555 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537040562,"SCÈNES VILLAGEOISES ET TRAVAUX CHAMPÊTRES. / 539 (titre inscrit, fr., all.)",charles-francois-pinot,musée de l'image,2010.5.6554 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017872,"DE JAPANSCHE HOND (titre inscrit, néerl.) ; Le chien du Japon (titre factice)",charles-francois-pinot,musée de l'image,990.1.2166 B ; VII B 105,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017623,"LE MEUNIER, SON FILS ET L'ANE. (titre inscrit)",charles-francois-pinot,musée de l'image,990.1.1363 B ; VI / 83,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1921 / 1868)
M0537006062,M. DUCROQUET EN CHEMIN DE FER. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.5936 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537018337,FABLES DE LA FONTAINE / LE CHEVAL ET LE LOUP / Le Renard et les Raisins / Le Loup et la Cigogne (titre inscrit),charles-francois-pinot,musée de l'image,990.1.1730 B ; VI / 441,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537029139,FABLES / DE / LAFONTAINE N°.6. (titre inscrit),charles-francois-pinot,musée de l'image,990.1.2851 Alb ; Alb / F 9,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537027466,"DE GESCHIEDENIS VAN JACOB DE GOEDE ZOON (titre inscrit, néerl.) ; Histoire de Jacques, le bon fils. (titre factice)",charles-francois-pinot,musée de l'image,990.1.2069 B ; VII / B 8,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537027507,"Martha, de goede Kleine Huishoudster (titre inscrit, néerl.) ; Marthe la bonne petite ménagère. (titre factice)",charles-francois-pinot,musée de l'image,990.1.2113 B ; VII / B 52,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017345,CADET ROUSSELLE. (titre inscrit),charles-francois-pinot,musée de l'image,990.1.797 B ; IV / 275,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537025098,CADET ROUSSELLE (titre inscrit),charles-francois-pinot,musée de l'image,990.1.572.12 B ; IV / 72,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537017272,LE ROI DAGOBERT (titre inscrit),charles-francois-pinot,musée de l'image,990.1.581 B ; IV / 93 1er ex,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537017273,LE ROI DAGOBERT (titre inscrit),charles-francois-pinot,musée de l'image,990.1.582 B ; IV / 93 2e ex,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537001788,"LES DEGRÉS DES AGES DE L'HOMME. (titre inscrit fr., all.)",charles-francois-pinot,musée de l'image,D 996.1.1701 B,refusee,,,,Gallica (BnF),dates incompatibles (1850 / 1875)
M0537027560,"HOND EN KAT, OF DE SLECHTE BUREN (titre inscrit, néerl.) ; Chien et chat ou les mauvais voisins (titre factice)",charles-francois-pinot,musée de l'image,990.1.2167 B ; VII B 106,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537043716,CADET ROUSSELLE. (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.2692 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537017871,"GESCHIEDENIS VAN ALI-BABA EN DE 40 ROOVERS (titre inscrit, néerl.) ; L’histoire de Ali-Baba et les 40 voleurs (titre factice)",charles-francois-pinot,musée de l'image,990.1.2071 B ; VII / B 10,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537026208,MARTHE LA BONNE PETITE MENAGERE. (titre inscrit),charles-francois-pinot,musée de l'image,2008.21.106 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537026207,MARTHE LA BONNE PETITE MENAGERE. (titre inscrit),charles-francois-pinot,musée de l'image,2008.21.105 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537038128,"BETJE DE GOEDE HUISHOUDSTER. (titre inscrit, néerl.) ; MARTHE LA BONNE PETITE MENAGÈRE (titre traduit)",charles-francois-pinot,musée de l'image,2010.5.5036 A,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537048453,LES COURSES DE LA MARCHE. N°.. 58 (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.9055 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537005994,LE CHEVAL ENCHANTÉ (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.5868 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537070838,HISTOIRE DE RIQUET A LA HOUPPE (titre inscrit),charles-francois-pinot,musée de l'image,2019.5.160 A,refusee,,,,Gallica (BnF),dates incompatibles (1921 / 1842)
M0537015753,"LE LOUP, / LA CHEVRE / ET LES BIQUETS / - 7e SERIE  - (titre inscrit)",charles-francois-pinot,musée de l'image,2001.6.54 A,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537070835,"Le lOUP, la Chèvre et les Biquets (titre inscrit)",charles-francois-pinot,musée de l'image,2019.5.158 A,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537061445,NOUVEAU THÉÂTRE PORTATIF À RAINURES. / FOND DE FORÊT (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.21891 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537061403,NOUVEAU THÉÂTRE PORTATIF À RAINURES. / PALAIS (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.21849 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537017296,L'ECOLE DE VILLAGE (titre inscrit),charles-francois-pinot,musée de l'image,990.1.715 B ; IV / 197,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1921 / 1818)
M0537026857,ÉPISODE DE LA BATAILLE DE SAINT-PRIVAT (près Metz) (titre inscrit),charles-francois-pinot,musée de l'image,990.1.943 B ; V / 56,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1888 / 1870)
M0537017259,ALPHABET MASCARADE (titre inscrit),charles-francois-pinot,musée de l'image,990.1.516 B ; IV / 5,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537061818,Pantins : L'OGRE (titre inscrit),charles-francois-pinot,musée de l'image,2010.5.22264 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537003532,SIÈGE ET BOMBARDEMENT DE STRASBOURG. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.3441 B,refusee,,,,Gallica (BnF),dates incompatibles (1888 / 1870)
M0537006049,FLEURETTE ou la Petite Bouquetière des Alpes (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.5923 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537006004,HISTOIRE DE COCO LE SINGE D'AMERIQUE. (titre inscrit),charles-francois-pinot,musée de l'image,D 996.1.5878 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
5002E001385,CANTIQUES SPIRITUELS. / NOTRE-DAME DE FOURVIERE. (titre inscrit),francois-georgin,musée des civilisations de l'Europe et de la Méditerranée,51.16.17 C,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537000257,NOTRE-DAME DE BON-SECOURS. (titre inscrit),francois-georgin,musée de l'image,D 996.1.182 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537000256,NOTRE-DAME DE BON-SECOURS. (titre inscrit),francois-georgin,musée de l'image,D 996.1.181 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537000258,NOTRE-DAME DE BON-SECOURS. (titre inscrit),francois-georgin,musée de l'image,D 996.1.183 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537000977,LE COURONNEMENT / DE LA SAINTE VIERGE. (titre inscrit),francois-georgin,musée de l'image,D 996.1.892 C,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537001059,"JESUS-CHRIST, / ORNE DES QUINZE PRINCIPAUX MYSTERES DE LA RELIGION. (titre inscrit)",francois-georgin,musée de l'image,D 996.1.974 C,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537001060,"JESUS-CHRIST, / ORNE DES QUINZE PRINCIPAUX MYSTERES DE LA RELIGION. 199 (titre inscrit)",francois-georgin,musée de l'image,D 996.1.975 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537001062,"JESUS-CHRIST, / ORNE DES QUINZE PRINCIPAUX MYSTERES DE LA RELIGION. 199 (titre inscrit)",francois-georgin,musée de l'image,D 996.1.977 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537001061,"JESUS-CHRIST, / ORNE DES QUINZE PRINCIPAUX MYSTERES DE LA RELIGION. 199 (titre inscrit)",francois-georgin,musée de l'image,D 996.1.976 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537003417,BOMBARDEMENT ET PRISE D'ALGER. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3326 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537003418,BOMBARDEMENT ET PRISE D'ALGER. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3327 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537020875,BOMBARDEMENT ET PRISE D'ALGER. (titre inscrit),francois-georgin,musée de l'image,990.2.54 C ; 105.5.2/26,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537047452,DESCENTE DE LA CROIX (titre inscrit),francois-georgin,musée de l'image,2010.5.8056 C,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537034879,HISTOIRE DES QUATRE FILS AYMON. 2.e pl.(titre inscrit),francois-georgin,musée de l'image,2010.5.4575 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537040328,"FABLES DE LA FONTAINE. (titre inscrit, fr., all.)",francois-georgin,musée de l'image,2010.5.6425 B,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1846 / 1868)
M0537040309,CROQUEMITAINE. / 403 (titre inscrit),francois-georgin,musée de l'image,2010.5.6412 B,refusee,,,,Gallica (BnF),dates incompatibles (1833 / 1863)
M0537040571,LES CATASTROPHES ET LA FIN TRAGIQUE DU PETIT TOUCHE-A-TOUT. (titre inscrit),francois-georgin,musée de l'image,2010.5.6558 B,exacte,Les catastrophes et la fin tragique du petit Touche-à-tout : [histoire enfantine] : [estampe],https://gallica.bnf.fr/ark:/12148/btv1b69380947,domaine public,Gallica (BnF),titre retrouvé dans « Les catastrophes et la fin tragique du petit Touche-à-tout : [histoire » ; éditeur Pellerin des deux côtés ; dates compatibles (1851 / 1851) ; domaine public déclaré par la BnF
M0537047043,GLOIRE NATIONALE / BERTRAND. (titre inscrit),francois-georgin,musée de l'image,2010.5.7675 C,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537034884,PRISE D'ALEXANDRIE. (titre inscrit),francois-georgin,musée de l'image,2010.5.4580 C,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537040272,"SALTIMBANQUES ET CHARLATANS. (titre inscrit, fr., all.)",francois-georgin,musée de l'image,2010.5.6395 B,refusee,,,,Gallica (BnF),dates incompatibles (1846 / 1828)
M0537021010,BATAILLE DE WATERLOO. (titre inscrit),francois-georgin,musée de l'image,990.2.155 C ; 105.5.2/127,exacte,Bataille de Waterloo : [estampe],https://gallica.bnf.fr/ark:/12148/btv1b55002026w,domaine public,Gallica (BnF),titre retrouvé dans « Bataille de Waterloo : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1835 / 1835) ; domaine public déclaré par la BnF
M0537008042,CROQUEMITAINE. (titre inscrit),francois-georgin,musée de l'image,D 996.1.7943 B,refusee,,,,Gallica (BnF),dates incompatibles (1833 / 1863)
M0537007752,LE MOULIN MERVEILLEUX. (titre inscrit),francois-georgin,musée de l'image,D 996.1.7642 C,exacte,Le moulin merveilleux : [estampe] ([Tirage 1876]),https://gallica.bnf.fr/ark:/12148/btv1b69379355,domaine public,Gallica (BnF),titre retrouvé dans « Le moulin merveilleux : [estampe] ([Tirage 1876]) » ; éditeur Pellerin des deux côtés ; dates compatibles (1838 / 1837) ; domaine public déclaré par la BnF
M0537003354,BATAILLE DE FLEURUS. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3264 C,exacte,Bataille de Fleurus : [estampe],https://gallica.bnf.fr/ark:/12148/btv1b69379266,domaine public,Gallica (BnF),titre retrouvé dans « Bataille de Fleurus : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1837 / 1837) ; domaine public déclaré par la BnF
M0537007836,LE MONDE RENVERSÉ. (IIe Planche.) (titre inscrit),francois-georgin,musée de l'image,D 996.1.7727 B,exacte,Le monde renversé (IIe planche) : [estampe],https://gallica.bnf.fr/ark:/12148/btv1b550019996,domaine public,Gallica (BnF),titre retrouvé dans « Le monde renversé (IIe planche) : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1829 / 1829) ; domaine public déclaré par la BnF
M0537003401,ENTRÉE DES FRANÇAIS A ANVERS EN 1831 (titre inscrit),francois-georgin,musée de l'image,D 996.1.3310 C,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537003399,ENTRÉE DES FRANÇAIS EN BELGIQUE. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3308 C,exacte,Entrée Des Français En Belgique : [estampe],https://gallica.bnf.fr/ark:/12148/btv1b54000984z,domaine public,Gallica (BnF),titre retrouvé dans « Entrée Des Français En Belgique : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1832 / 1832) ; domaine public déclaré par la BnF
M0537047044,GLOIRE NATIONALE / DAMRÉMONT. (titre inscrit),francois-georgin,musée de l'image,2010.5.7676 C,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537035826,LA FÊTE DE VILLAGE. / N°. 5 (titre inscrit),francois-georgin,musée de l'image,2010.5.3893 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537003780,VEILLE D'AUSTERLITZ. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3628 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537003761,PRISE D'ALEXANDRIE. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3609 C,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537003781,VEILLE D'AUSTERLITZ. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3629 C,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537017721,VEILLE D'AUSTERLITZ. (titre inscrit),francois-georgin,musée de l'image,990.1.2729 C ; Inv 94-XIC-4,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039802,"DONNERA-T-ON QUELQUE CHOSE A CRÉDIT ? / QUAND LE COQ CHANTERA, CRÉDIT ON DONNERA. (titre inscrit)",francois-georgin,musée de l'image,2010.5.6038 B,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica
M0537003810,NAPOLÉON A MONTEREAU. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3658 C,exacte,Napoléon à Montereau : [estampe],https://gallica.bnf.fr/ark:/12148/btv1b550019655,domaine public,Gallica (BnF),titre retrouvé dans « Napoléon à Montereau : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1835 / 1835) ; domaine public déclaré par la BnF
M0537035976,CANTIQUES SPIRITUELS. / JÉSUS SUR LA CROIX. (titre inscrit),francois-georgin,musée de l'image,2010.5.3913 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
